,Price
663,202883.41829558616
664,285187.5841534843
665,151807.19183944748
666,187841.14901942463
667,219568.92407205928
668,161289.2004549312
669,162097.92014749124
670,201439.2942648059
671,241467.0965570827
672,154819.52354954346
673,275306.3563165383
674,135327.9764239824
675,134301.16823836486
676,341003.84044804703
677,164931.89570882457
678,159001.9847169317
679,272111.3572572139
680,282073.87765423115
681,194599.934836671
682,243220.88171461844
683,150444.72723070154
684,200044.06673352676
685,257593.23727584013
686,214361.22583532124
687,242702.34386941002
688,170790.83593575758
689,212752.6426187527
690,282463.24289227434
691,222359.05438091716
692,141637.65726277092
693,200565.163161069
694,192293.3968890372
695,198920.20033785308
696,191554.23439211285
697,147529.1077232003
698,149169.24286006435
699,155778.03773018328
700,215824.45316345675
701,208755.27407889906
702,235732.55729111808
703,218091.5566166586
704,160390.74171679013
705,167913.997092521
706,197950.45555128434
707,166831.64404854033
708,138177.33077460265
709,200886.87362212857
710,287467.09986355115
711,225054.42361539695
712,298165.43287994387
713,150065.7748754071
714,227275.88536706587
715,132527.9569344215
716,159144.15889513202
717,231541.35469122825
718,304318.48626676877
719,279250.7342467071
720,294903.17878479115
721,145278.83273138438
722,165688.66790303227
723,139320.83706126377
724,205369.2485695785
725,403674.47774663876
726,175272.5892496858
727,245739.38652886782
728,274994.6910573491
729,162117.15183594334
730,143671.89255939325
731,250833.81574842182
732,199611.5150795051
733,225428.59818371054
734,206048.3867347748
735,256222.95664287178
736,139355.59622117353
737,161985.0260337095
738,233184.44011762826
739,159550.57675594644
740,306923.5785814368
741,266231.03624924854
742,252902.70850634045
743,219767.3261428769
744,276357.77456324466
745,285947.32698198606
746,232746.18557611568
747,220823.4323880471
748,280410.94731679285
749,230709.34879471106
750,247865.67839869924
751,149208.11606830033
752,233709.46035966717
753,150085.75364563527
754,228890.83145920493
755,157479.23148842098
756,159054.99774945786
757,197097.33845653065
758,289428.95287188306
759,170763.77090258466
760,180491.16564550958
761,295538.6530411373
762,289672.3832164291
763,230674.2664888901
764,243886.26186612796
765,200647.2665812384
766,179302.5588607413
767,166090.62277789623
768,235443.33021094758
769,208007.0344506376
770,304214.62882022036
771,290626.2621861424
772,306191.34094176756
773,199295.80515882047
774,313772.36460202886
775,178378.28405857037
776,148931.90382214924
777,263910.3333798795
778,268000.0359734917
779,191322.0556893332
780,175048.5628882203
781,147743.8279101604
782,239842.58759495924
783,223508.11900008735
784,153892.06073723425
785,222763.1781788252
786,192411.46752694802
787,223432.12424589257
788,181474.34378337848
789,226373.16310171512
790,243078.65088695366
791,306413.8093312045
792,177036.32921146823
793,234841.30944624197
794,158485.47910388806
795,207859.56216591175
796,199207.95826174456
797,218703.9220115015
798,281881.29922315734
799,274500.8531520412
800,133728.93866438812
801,278745.0763479842
802,161217.9718868613
803,527344.8301326332
804,191700.51622015843
805,220665.38521802268
806,216894.54516276473
807,195625.44621553615
808,167328.09428754682
809,187674.33406510568
810,262338.2210681454
811,201931.24102037528
812,165438.23687434036
813,281205.982575431
814,198209.2109950137
815,211819.60133914635
816,146481.4555788339
817,256130.26526616112
818,165012.03666075208
819,169768.40380579198
820,153488.97546442674
821,239359.32535882064
822,169424.57104756287
823,142351.92480800388
824,200489.22836915136
825,149379.90757896402
826,185015.0011230498
827,194757.37693485903
828,152835.540592499
829,149464.7883497652
830,307445.74359371583
831,234503.69712547492
832,145671.97661629773
833,169934.8932124726
834,166625.29919107398
835,273753.81756939157
836,364240.8512295189
837,89997.68873857698
838,199848.9578731429
839,270999.4490824829
840,146963.54973982266
841,208967.2262214145
842,230451.23519096937
843,160688.93401542457
844,143239.0853234172
845,189333.63168588202
846,173921.6281032511
847,303302.22037900984
848,144461.4695824114
849,158330.19468077293
850,286690.11291203625
851,211846.02574210195
852,167949.17775043892
853,144492.22694258054
854,199860.93756102238
855,338687.06612467056
856,201931.19133217054
857,183893.95672411873
858,202822.5735490553
859,148529.1676751918
860,173062.09628569856
861,290626.77901115903
862,232003.5441787703
863,190473.8483831431
864,239061.9398180454
865,306078.09268011583
866,197788.1132400886
867,144863.9773661723
868,277000.0170055684
869,192931.1674990913
870,408788.4221187844
871,165624.9437836756
872,149066.724223205
873,239877.80872040038
874,169658.7253120747
875,157930.12339079933
876,227382.35227954644
877,175712.83915339242
878,313232.76179742673
879,286379.3126636863
880,239903.0085161937
881,190031.89405997042
882,290995.52925671404
883,203498.03383349316
884,284628.70595628954
885,145587.20667306805
886,202630.84808547184
887,198848.09127813505
888,228395.3478612058
889,196566.01628905445
890,265445.0215472524
891,218321.11303223216
892,220287.5944008808
893,291898.2890747888
894,143252.919087764
895,193494.10845151654
896,149722.97994923132
897,161501.13144591852
898,264778.41944370454
899,281691.38320985663
900,195544.61837953387
901,210743.85987693802
902,193751.01412074984
903,176001.36992551375
904,268744.6857942136
905,140771.75293026207
906,168064.0468516499
907,198300.97335090497
908,148240.1372062285
909,151829.0227551326
910,229777.05364680255
911,220021.02881310775
912,150025.61880795
913,229349.28070626504
914,302994.1456828262
915,228574.19179181987
916,223824.401654795
917,170940.3611405697
918,147816.40663211016
919,215833.1554824303
920,202200.23723802948
921,181876.8587639249
922,292488.3916027331
923,230012.8305879409
924,221704.38240605287
925,193255.5719500153
926,311911.2992414549
927,294400.974391036
928,240770.46840934316
929,203213.60976633237
930,179118.2660562971
931,148514.1402513152
932,233774.5064233579
933,165994.18389493084
934,236101.95211783017
935,192132.95841501246
936,205119.76293741525
937,215463.12958162953
938,145606.394980344
939,180206.5239520716
940,160159.89558769026
941,201785.17096449985
942,154320.15753870975
943,228406.3097040029
944,304257.0850576656
945,229672.15933819782
946,295931.4255923437
947,239232.96837467005
948,169788.2662152766
949,197586.1937855522
950,167296.43715853378
951,165209.6543395006
952,272959.1215016105
953,227361.83133847994
954,209700.23655353402
955,277925.9468751055
956,241713.82398585975
957,167576.0956802918
958,198135.2916333541
959,202233.27244811528
960,144720.9892749171
961,300813.5251485742
962,259079.52357028838
963,220308.13860627695
964,157072.06926326914
965,163155.46109933488
966,217639.19249351608
967,298709.0222905124
968,298787.4170372129
969,240233.1836204938
970,203856.527364846
971,284136.25443026924
972,292641.00522055244
973,219530.47011009962
974,144501.77250868306
975,233545.80811278825
976,149346.05226753707
977,153752.04720031453
978,165839.82061113697
979,142232.9041680178
980,155640.58391500375
981,267809.1890436442
982,235051.62970134238
983,167034.18396175245
984,145783.15349701897
985,157815.92370837432
986,251927.68553080258
987,195909.48148297955
988,150210.17141331176
989,308152.08028046566
990,180332.93151326297
991,216061.9155345168
992,163282.66759270255
993,183133.65813955522
994,151504.10674184724
995,179094.78562688798
996,199621.28158585576
997,257745.16482646836
998,242704.99239298826
999,202166.09974327934
1000,226616.10068614292
1001,333345.8205650929
1002,162275.95743185622
1003,157020.17928504216
1004,215435.60647324883
1005,195357.1427777079
1006,166218.8104126481
1007,150280.89602712088
1008,224166.8003822121
1009,211860.81419519294
1010,287336.65498375345
1011,174858.90178460235
1012,147190.34119551897
1013,241902.2290941067
1014,165522.23937182513
1015,198564.81609920075
1016,157287.48751197534
1017,340965.3990654784
1018,165481.76844017327
1019,255602.94519317054
1020,163075.67421284685
1021,347478.37976902974
1022,152699.24794992674
1023,143829.98278882194
1024,157670.52939169196
1025,224950.05411705832
1026,144350.10276774183
1027,334912.4581846468
1028,255548.71269099019
1029,289480.3968916123
1030,321993.52824506775
1031,277047.4351145176
1032,223467.55421483592
1033,169327.77993867573
1034,192201.5786046518
1035,203031.59891351956
1036,221150.9529688347
1037,280287.62030307244
1038,151216.60916339656
1039,268993.31544278737
1040,418851.0045678996
1041,151917.6294968234
1042,259984.9524412744
1043,214453.54004774007
1044,152243.80987041205
1045,250425.54535935298
1046,160561.5897153771
1047,143590.50363289384
1048,200064.11974040407
1049,167015.69053309225
1050,221548.49968932194
1051,217147.86407941717
1052,143562.8214619829
1053,237235.25357495915
1054,266397.2159055793
1055,219762.14567635296
1056,208922.4207157279
1057,226391.00628926346
1058,169897.53580550983
1059,143898.5401041475
1060,195650.94631676914
1061,235157.0034168555
1062,144146.2529478464
1063,288610.18071023666
1064,156194.01737414682
1065,205117.82992317074
1066,145144.46641767595
1067,143959.2511305742
1068,364309.63169348007
1069,196486.3802358713
1070,212358.36234690915
1071,166172.42318048142
1072,151038.4153188213
1073,140134.33655961233
1074,154991.14477627035
1075,242693.92499145074
1076,277564.42504000163
1077,207814.494930081
1078,157877.81108334247
1079,220156.27316860334
1080,250955.17680632047
1081,190399.92248949356
1082,209516.68034285348
1083,147715.2145514303
1084,145257.66641970957
1085,236279.95325468556
1086,162077.23698157608
1087,360684.0050771509
1088,264802.4455451757
1089,271153.8849232446
1090,256418.6510286571
1091,140215.79949164932
1092,203364.4050924548
1093,190427.87173035406
1094,299827.35551725246
1095,147263.12017972802
1096,150257.17217854506
1097,153237.68004437754
1098,258167.749627927
1099,161013.87407225344
1100,196405.2108005088
1101,224477.08844509633
1102,280998.76824147545
1103,198988.1236342147
1104,297902.34997180244
1105,258158.6338430089
1106,194240.7868771512
1107,195374.40317774116
1108,205268.94512292213
1109,235622.62314801934
1110,154074.05242871103
1111,274017.4326982184
1112,204734.6256341707
1113,198504.11421321065
1114,212841.99516746556
1115,349626.4588218179
1116,230131.5155783042
1117,198963.25481307748
1118,198514.6647215826
1119,146843.51431580534
1120,198178.7683398088
1121,264787.47034401447
1122,222563.57021614414
1123,216782.9393322827
1124,162940.2131367347
1125,152213.939871419
1126,167592.20371991233
1127,166279.61061885193
1128,378273.59942175937
1129,131301.299590926
1130,242682.97828601248
1131,161783.97208423022
1132,236127.375996673
1133,251911.14437967242
1134,285144.10313582036
1135,266525.7626012759
1136,192387.32485023377
1137,223828.04992153152
1138,214612.03765043023
1139,161993.65860976122
1140,347938.52179157926
1141,124995.32856864977
1142,159953.64589138006
1143,226816.19658818157
1144,232652.2534394206
1145,197796.2255598538
1146,220879.86738536885
1147,278908.3957076535
1148,165970.79226722242
1149,222554.0318380266
1150,168666.90903965977
1151,220354.78488618025
1152,290932.28634650377
1153,247912.3191711348
1154,361457.0976825007
1155,276931.03131609526
1156,285285.1047521156
1157,195234.77815304874
1158,157112.2607724478
1159,152102.08085928124
1160,217878.78869345048
1161,282016.99820396444
1162,162772.6208305792
1163,238247.85576570936
1164,134837.13672166198
1165,89080.74381327866
1166,293970.35210289824
1167,146442.4200356392
1168,287283.5849972846
1169,145354.576698769
1170,198145.4381709119
1171,272501.0743546623
1172,162695.0019585876
1173,226166.6386473743
1174,146817.53407261265
1175,158655.972582666
1176,235735.44135328708
1177,257497.04990231036
1178,269174.7912915619
1179,298201.77248461585
1180,146547.17449283932
1181,202076.85730734697
1182,191813.1771296685
1183,284230.34625373373
1184,144022.09142915785
1185,213997.80065149118
1186,203155.14708275918
1187,257737.25769832038
1188,196179.52148864738
1189,294673.5140598624
1190,169664.6626599703
1191,159324.4384669427
1192,152893.73180124772
1193,227733.6011604377
1194,182277.70594552025
1195,115397.11898872312
1196,217024.4262592841
1197,374376.08839085605
1198,252234.0727131514
1199,156506.27979991853
1200,259118.24410682963
1201,150882.13048500553
1202,285345.16424323304
1203,130978.81589290175
1204,146824.77660322463
1205,148100.97617340065
1206,213411.20841922858
1207,172049.7975233614
1208,149270.07878028037
1209,293973.033683167
1210,308949.6232975265
1211,151499.86847591418
1212,163156.67572478432
1213,253650.54638038884
1214,192653.91323239752
1215,180290.9345072655
1216,159772.12390649517
1217,203082.2498912146
1218,226389.7606934595
1219,218548.78868999623
1220,219106.6748210824
1221,157310.25132832155
1222,250548.41712203185
1223,198014.518286765
1224,196840.55293256088
1225,201873.79775140394
1226,168679.87226761633
1227,161754.22755170855
1228,292063.0853858379
1229,249350.69903960483
1230,151866.97598979177
1231,157492.4534206825
1232,166647.87289886823
1233,218864.07534548774
1234,164612.83882576588
1235,192419.87643080062
1236,312366.93266580673
1237,151359.39831778692
1238,180139.56801355007
1239,261563.25244421654
1240,243128.82985503678
1241,250376.5247245604
1242,150172.08051797538
1243,150833.26796606937
1244,160041.99007433918
1245,151067.38302897505
1246,160018.23166089403
1247,278476.54930869566
1248,222763.51497328182
1249,148200.3420527159
1250,162001.81614412295
1251,160330.69434474758
1252,202850.74844329318
1253,147250.00196310604
1254,217890.21239157114
1255,226258.5707219023
1256,219405.91656693586
1257,151570.43155931332
1258,287351.95558317105
1259,176803.14090273567
1260,239634.63789024306
1261,291211.82928080996
1262,219217.7639321359
1263,292022.05573492666
1264,451383.8355899246
1265,200449.42761686875
1266,296438.84964151075
1267,277501.12860483374
1268,221234.48503092286
1269,219054.96458336763
1270,167258.0752878617
1271,276770.870633448
1272,219702.2662994348
1273,145314.8692591181
1274,156771.4358111386
1275,202592.39504691344
1276,197128.81774211832
1277,220728.97748464474
1278,155494.06959746635
1279,156380.8172664402
1280,247987.53123630246
1281,149363.6166474308
1282,167543.45872859503
1283,160195.8530825033
1284,324103.94856521406
1285,225857.4274790206
1286,261815.86946380214
1287,237984.15189070452
1288,164350.56780480448
1289,199552.67392707436
1290,391354.5285415397
1291,167878.6853391067
1292,198448.55440484715
1293,196113.16213027493
1294,149170.50826796045
1295,258516.86696657288
1296,219644.05093194952
1297,243154.39698045276
1298,163562.78791868978
1299,161852.840850683
1300,179138.32279596652
1301,222366.8502971242
1302,147377.49453047407
1303,245962.1296620561
1304,160777.75186474412
1305,226719.44449229425
1306,227590.26731470658
1307,248207.7756441953
1308,161065.51080759562
1309,291944.8459316045
1310,198492.2686803084
1311,155381.83075057386
1312,157177.38269190508
1313,282704.64277088526
1314,291530.07786916126
1315,295656.30486433714
1316,236199.87906218643
1317,201721.87362816778
1318,225640.50111875977
1319,198752.38567096004
1320,243707.22495102967
1321,202230.04538706626
1322,285048.8316416598
1323,242991.37106530622
1324,158944.35745161152
1325,157870.36241516922
1326,282056.13861488766
1327,225505.55662757836
1328,167068.5204104961
1329,202074.89020225743
1330,323453.662024342
1331,337749.11323624
1332,157558.38306935888
1333,200112.84198750212
1334,172988.9709888351
1335,250782.50573377844
1336,216988.66649306816
1337,153927.9914970116
1338,147884.21780933236
1339,150355.01393672221
1340,122457.67799674465
1341,233890.8712555907
1342,143862.2377394657
1343,186192.44103362662
1344,161575.42948117215
1345,166920.80825684968
1346,169852.09088215686
1347,274347.63587057457
1348,237862.42264344537
1349,238602.4712786094
1350,332322.2089182906
1351,288106.5068716798
1352,219919.35634591043
1353,269983.0099629496
1354,194958.6308369311
1355,194399.87838165276
1356,153239.6637781648
1357,216896.4438836304
1358,155363.91164007032
1359,153510.79937191666
1360,167852.89463579562
1361,182039.4186389222
1362,274755.4006377055
1363,270314.5579432097
1364,173339.3115138273
1365,165188.79321116823
1366,287218.2152425442
